timestep	volume	lx	ly	lz	potential_energy	kinetic_energy	temperature	pressure
7900	2485.596737	13.54597355	13.54597355	13.54597355	-6044.17706	2970.42346	0.9906364715	0.7816640746
8000	2283.404831	13.16823713	13.16823713	13.16823713	-6674.095695	2795.072143	0.9321567926	0.9557239834
8100	2131.277791	12.86905587	12.86905587	12.86905587	-7224.956891	2586.554814	0.8626162461	1.024295431
8200	2034.00645	12.67021862	12.67021862	12.67021862	-7701.054902	2309.377397	0.7701775545	0.8606066467
8300	1954.991258	12.50398008	12.50398008	12.50398008	-8159.875427	2088.815989	0.6966203066	0.6480728227
8400	1874.423674	12.32979683	12.32979683	12.32979683	-8597.072746	1927.918821	0.6429610876	0.7816975418
8500	1805.885729	12.17764816	12.17764816	12.17764816	-8947.626339	1746.821148	0.5825649985	0.9637742412
8600	1759.579591	12.07266006	12.07266006	12.07266006	-9283.376125	1604.935573	0.5352461476	0.870698349
8700	1725.974319	11.99530909	11.99530909	11.99530909	-9600.072106	1506.080257	0.5022778911	0.7514673051
8800	1697.855624	11.92981162	11.92981162	11.92981162	-9815.671095	1367.020723	0.455901525	0.7617744417
8900	1672.598772	11.87036094	11.87036094	11.87036094	-9992.707066	1247.924477	0.416182917	0.8408057379
9000	1645.947414	11.80697523	11.80697523	11.80697523	-10208.68243	1217.447051	0.4060186929	0.8528120543
9100	1628.413179	11.76489899	11.76489899	11.76489899	-10351.35022	1155.610942	0.3853963455	0.8894661688
9200	1625.459837	11.75778229	11.75778229	11.75778229	-10464.14297	1097.645287	0.3660647948	0.6153954564
9300	1613.138638	11.7279984	11.7279984	11.7279984	-10529.99764	1039.666815	0.3467289695	0.8223870772
9400	1607.016202	11.71314227	11.71314227	11.71314227	-10621.63106	1040.490167	0.3470035575	0.7598672511
9500	1605.36268	11.70912352	11.70912352	11.70912352	-10659.8371	1019.763093	0.3400910766	0.7244979985
9600	1601.460346	11.69962827	11.69962827	11.69962827	-10672.6245	1006.408952	0.3356374695	0.776719171
9700	1600.808593	11.6980409	11.6980409	11.6980409	-10679.95203	1019.635645	0.3400485725	0.8255231074
9800	1605.234555	11.70881201	11.70881201	11.70881201	-10645.42423	1019.563418	0.3400244849	0.8598700122
9900	1611.047321	11.72292804	11.72292804	11.72292804	-10632.98711	1077.730223	0.3594231192	0.7013035769
10000	1611.348057	11.72365744	11.72365744	11.72365744	-10587.80509	1142.129663	0.3809003378	0.9557643143
10100	1627.873326	11.76359875	11.76359875	11.76359875	-10504.04646	1198.414462	0.399671323	0.7209584699
10200	1641.53268	11.79640961	11.79640961	11.79640961	-10349.88238	1229.60245	0.4100725196	0.8256648421
10300	1652.845719	11.82344691	11.82344691	11.82344691	-10240.5442	1351.794165	0.4508234666	0.940115154
10400	1679.156562	11.88585416	11.88585416	11.88585416	-10041.22576	1427.840425	0.4761849009	0.8774812652
10500	1708.895432	11.95561248	11.95561248	11.95561248	-9849.519196	1566.922124	0.5225686589	0.8053364765
10600	1739.398037	12.02632654	12.02632654	12.02632654	-9601.37692	1710.528026	0.5704612394	0.8825932673
10700	1784.170787	12.128641	12.128641	12.128641	-9282.397919	1834.053974	0.6116571534	0.9220210353
10800	1838.846905	12.25129106	12.25129106	12.25129106	-8958.788864	2016.879395	0.6726294465	0.8809490077
10900	1904.153877	12.39464275	12.39464275	12.39464275	-8563.002518	2187.202507	0.7294322185	0.9002057809
11000	1976.252686	12.54914559	12.54914559	12.54914559	-8136.529776	2391.194497	0.7974635641	0.9906913433
11100	2073.919808	12.75255837	12.75255837	12.75255837	-7695.304706	2611.903794	0.8710701331	0.9846692567
11200	2192.798944	12.99170861	12.99170861	12.99170861	-7214.79457	2840.943845	0.9474550091	0.8525925852
11300	2319.978966	13.23817189	13.23817189	13.23817189	-6716.117466	3066.056143	1.022529979	0.8288012651
11400	2455.881827	13.49177703	13.49177703	13.49177703	-6255.222514	3346.331445	1.116001816	0.7104075116
11500	2589.900814	13.73286162	13.73286162	13.73286162	-5865.30925	3688.516342	1.230120508	0.8787924981
11600	2758.902039	14.02529786	14.02529786	14.02529786	-5433.512601	3904.115064	1.302022699	0.9384784239
11700	2979.173331	14.38904345	14.38904345	14.38904345	-4955.556831	3937.940275	1.31330341	0.8710267827
11800	3197.017471	14.73154635	14.73154635	14.73154635	-4618.323504	4006.477375	1.336160539	0.7471117183
11900	3375.19022	15.0002818	15.0002818	15.0002818	-4382.815157	4047.194724	1.349739778	0.6219785542
12000	3476.963681	15.14956111	15.14956111	15.14956111	-4192.560222	4031.728216	1.344581696	0.7200272651
12100	3497.840003	15.17982087	15.17982087	15.17982087	-4195.0885	4099.649773	1.367233541	0.68141851
12200	3441.841448	15.09837775	15.09837775	15.09837775	-4248.657257	4102.582873	1.36821173	0.7071785509
12300	3334.497024	14.93975394	14.93975394	14.93975394	-4390.291034	4072.904166	1.358313879	0.7679769924
12400	3216.43322	14.76130815	14.76130815	14.76130815	-4613.361484	3980.823409	1.327604939	0.786673563
12500	3101.588033	14.58348673	14.58348673	14.58348673	-4761.899912	3694.871521	1.23223996	0.6531537841
12600	2947.884832	14.33849285	14.33849285	14.33849285	-5034.175995	3471.742751	1.157826497	0.6542953089
12700	2752.416238	14.01429872	14.01429872	14.01429872	-5488.209657	3387.956845	1.12988389	0.648759935
12800	2545.200955	13.65339619	13.65339619	13.65339619	-5831.024838	3179.141046	1.060243804	1.017994481
12900	2378.987692	13.34947127	13.34947127	13.34947127	-6336.142766	3081.536032	1.027692524	0.9727159143
13000	2263.77124	13.13038658	13.13038658	13.13038658	-6772.804801	2872.251125	0.9578959896	0.7436127668
13100	2163.784818	12.93415387	12.93415387	12.93415387	-7161.989313	2626.28794	0.875867247	0.6858356764
13200	2063.748555	12.73167647	12.73167647	12.73167647	-7533.491111	2405.129053	0.8021107398	0.9176162817
13300	1978.606578	12.55412599	12.55412599	12.55412599	-7947.501288	2251.359612	0.7508286183	0.9334680614
13400	1918.300891	12.4252626	12.4252626	12.4252626	-8265.609573	2051.788275	0.6842715609	0.988943439
13500	1878.456849	12.33863378	12.33863378	12.33863378	-8605.310517	1914.509465	0.6384890662	0.6009465585
13600	1822.74828	12.21543393	12.21543393	12.21543393	-8864.105759	1760.996761	0.5872925665	0.8695234842
13700	1773.479491	12.10436627	12.10436627	12.10436627	-9166.851502	1698.894481	0.5665814509	1.036135285
13800	1755.686838	12.06375062	12.06375062	12.06375062	-9367.766267	1570.659918	0.5238152137	0.738833748
13900	1735.087387	12.01638361	12.01638361	12.01638361	-9541.864898	1463.103008	0.4879449752	0.693055201
14000	1700.845948	11.93681125	11.93681125	11.93681125	-9782.14352	1474.965238	0.4919010298	0.8638597571
14100	1681.336818	11.89099622	11.89099622	11.89099622	-9871.052712	1367.767146	0.4561504573	1.041344213
14200	1683.166585	11.89530824	11.89530824	11.89530824	-9928.547024	1260.448977	0.420359839	0.7741308258
14300	1670.523936	11.86545057	11.86545057	11.86545057	-10076.21517	1284.541757	0.4283947831	0.700110525
14400	1647.61253	11.81095538	11.81095538	11.81095538	-10140.43412	1269.965693	0.4235336645	1.233022195
14500	1658.846246	11.83773767	11.83773767	11.83773767	-10196.29026	1259.614043	0.4200813885	0.6850966964
14600	1659.414991	11.83909039	11.83909039	11.83909039	-10200.32513	1238.763234	0.4131276418	0.6160768572
14700	1640.718497	11.79445899	11.79445899	11.79445899	-10229.20672	1284.973952	0.4285389201	1.101173035
14800	1650.08058	11.81684986	11.81684986	11.81684986	-10213.28305	1308.288372	0.4363142811	0.8407103357
14900	1668.014778	11.85950688	11.85950688	11.85950688	-10182.04277	1343.22936	0.4479671037	0.5376853194
15000	1665.779971	11.85420805	11.85420805	11.85420805	-10122.93196	1397.001209	0.4659000196	0.8027493184
15100	1669.013399	11.86187312	11.86187312	11.86187312	-10050.36252	1472.634413	0.4911236996	0.99396425
15200	1701.850252	11.93916024	11.93916024	11.93916024	-9884.595844	1475.702212	0.4921468108	0.7124046981
15300	1722.609576	11.98750917	11.98750917	11.98750917	-9741.656341	1551.186127	0.5173207025	0.7374815129
15400	1725.802905	11.99491197	11.99491197	11.99491197	-9663.316323	1746.200918	0.5823581518	0.915149699
15500	1758.782898	12.07083772	12.07083772	12.07083772	-9427.827181	1807.226373	0.6027101459	0.9613426297
15600	1819.553553	12.2082931	12.2082931	12.2082931	-9136.785932	1849.272935	0.6167326779	0.518176616
15700	1849.946186	12.27589123	12.27589123	12.27589123	-8922.988957	2027.507992	0.6761740842	0.7257267166
15800	1877.90201	12.33741884	12.33741884	12.33741884	-8646.073075	2189.395668	0.7301636379	1.033360112
15900	1941.634519	12.47543875	12.47543875	12.47543875	-8342.707382	2357.181339	0.786120173	0.8943134668
16000	2017.191165	12.63520674	12.63520674	12.63520674	-7957.02745	2478.880976	0.8267070123	0.9291170567
16100	2103.809962	12.81353135	12.81353135	12.81353135	-7595.174478	2632.103111	0.8778066069	0.8609676598
16200	2195.307762	12.9966614	12.9966614	12.9966614	-7257.613658	2840.056644	0.9471591276	0.6412444718
16300	2270.241119	13.14288361	13.14288361	13.14288361	-6915.255125	3058.270099	1.019933333	0.6965559401
16400	2357.561474	13.30927326	13.30927326	13.30927326	-6579.993351	3263.006133	1.088212818	0.9026024164
16500	2480.373823	13.53647898	13.53647898	13.53647898	-6207.728006	3382.965683	1.128219337	0.8856740137
16600	2626.123063	13.79658787	13.79658787	13.79658787	-5829.610211	3431.235382	1.144317286	0.6088495768
16700	2736.360994	13.98699642	13.98699642	13.98699642	-5573.388604	3557.022027	1.186267143	0.6932689848
16800	2804.089755	14.10145644	14.10145644	14.10145644	-5384.064727	3691.035128	1.230960523	0.7589236711
16900	2857.291076	14.19007949	14.19007949	14.19007949	-5230.791641	3768.18371	1.256689581	0.8320124009
17000	2918.516961	14.29071881	14.29071881	14.29071881	-5067.513599	3713.979607	1.238612509	0.7763270945
17100	2961.332558	14.360263	14.360263	14.360263	-5065.231774	3714.453185	1.238770447	0.7453069103
17200	2980.033474	14.39042811	14.39042811	14.39042811	-5012.804271	3572.592319	1.191459836	0.6880487069
17300	2937.45345	14.32156014	14.32156014	14.32156014	-5150.608084	3560.888163	1.187556499	0.6571014118
17400	2841.17553	14.16335112	14.16335112	14.16335112	-5294.17548	3498.60628	1.166785486	0.8091232076
17500	2731.984273	13.97953519	13.97953519	13.97953519	-5515.36969	3438.227468	1.146649147	0.6986701648
17600	2606.041742	13.76133147	13.76133147	13.76133147	-5758.422609	3337.320829	1.112996775	0.8776949112
17700	2496.037028	13.56491285	13.56491285	13.56491285	-6069.963604	3242.226717	1.08128288	0.8240016829
17800	2409.646084	13.40657226	13.40657226	13.40657226	-6341.76982	3050.888392	1.017471533	0.7718724932
17900	2333.55944	13.26395244	13.26395244	13.26395244	-6598.221846	2825.117518	0.9421769278	0.6571596112
18000	2231.006	13.06672986	13.06672986	13.06672986	-6947.274356	2702.431059	0.9012609836	0.7459335122
18100	2126.871551	12.86018119	12.86018119	12.86018119	-7282.02468	2571.83095	0.8577058361	0.9232534377
18200	2048.838626	12.70094156	12.70094156	12.70094156	-7664.448617	2497.79832	0.833015948	0.868655947
18300	2004.29133	12.60821529	12.60821529	12.60821529	-7907.318049	2282.722145	0.7612880258	0.7803392729
18400	1958.248965	12.51092158	12.51092158	12.51092158	-8172.479782	2120.214048	0.7070915618	0.6918974846
18500	1897.507825	12.38020564	12.38020564	12.38020564	-8451.234514	2027.858666	0.6762910341	0.9372965854
18600	1856.902725	12.29125941	12.29125941	12.29125941	-8703.313686	1932.071653	0.6443460575	0.9162302106
18700	1831.718044	12.23543858	12.23543858	12.23543858	-8923.018991	1831.026692	0.6106475544	0.7320918783
18800	1803.216359	12.17164507	12.17164507	12.17164507	-9130.788709	1761.509446	0.5874635471	0.7133138855
18900	1777.124486	12.11265322	12.11265322	12.11265322	-9306.231641	1695.920975	0.5655897865	0.7427222258
19000	1750.091648	12.05092168	12.05092168	12.05092168	-9445.771356	1627.924431	0.5429129333	0.8460333573
19100	1731.096509	12.00716357	12.00716357	12.00716357	-9571.833957	1580.97886	0.5272565816	0.9566308103
19200	1729.405565	12.00325274	12.00325274	12.00325274	-9653.235139	1512.781893	0.5045128873	0.7786649638
19300	1720.48331	11.98257496	11.98257496	11.98257496	-9745.377342	1493.805464	0.4981842467	0.7328182735
19400	1701.640799	11.93867042	11.93867042	11.93867042	-9826.179725	1503.539491	0.5014305457	0.8904045664
19500	1700.535426	11.93608477	11.93608477	11.93608477	-9878.983484	1503.736577	0.5014962737	0.8195872193
19600	1709.040634	11.95595108	11.95595108	11.95595108	-9867.305596	1469.015163	0.4899166792	0.6989728365
19700	1704.517989	11.9453954	11.9453954	11.9453954	-9891.489391	1506.240438	0.5023313117	0.7389793232
19800	1700.079392	11.93501771	11.93501771	11.93501771	-9858.537591	1519.910868	0.5068904011	1.070587214
19900	1715.507374	11.97101192	11.97101192	11.97101192	-9808.744849	1536.380952	0.5123831756	0.7359182882
20000	1724.805685	11.99260119	11.99260119	11.99260119	-9733.944734	1566.443955	0.5224091895	0.7851842973
20100	1730.071243	12.00479263	12.00479263	12.00479263	-9669.685322	1637.945318	0.5462549001	0.9752113685
20200	1749.634825	12.04987305	12.04987305	12.04987305	-9580.923447	1715.72337	0.5721938871	0.7218698849
20300	1769.153853	12.09451714	12.09451714	12.09451714	-9410.945043	1744.157481	0.5816766652	0.8900358934
20400	1795.578788	12.15443631	12.15443631	12.15443631	-9273.600982	1836.318214	0.6124122775	0.7749820703
20500	1819.835334	12.20892327	12.20892327	12.20892327	-9059.896178	1889.668198	0.6302045015	1.009523032
20600	1854.298296	12.28551028	12.28551028	12.28551028	-8905.231457	2032.411915	0.6778095432	0.7902141338
20700	1890.68067	12.36533997	12.36533997	12.36533997	-8677.47131	2134.338658	0.7118021204	0.7438752955
20800	1927.456242	12.44499832	12.44499832	12.44499832	-8463.22643	2285.451737	0.7621983449	0.7700424721
20900	1970.995958	12.53800902	12.53800902	12.53800902	-8216.327369	2423.426462	0.8082129272	0.9410120331
21000	2039.063165	12.68070968	12.68070968	12.68070968	-7946.990793	2547.424156	0.8495661683	0.7562678068
21100	2105.805402	12.81758123	12.81758123	12.81758123	-7579.754198	2594.717549	0.865338519	0.8708286697
21200	2161.474295	12.92954846	12.92954846	12.92954846	-7377.478883	2816.15703	0.9391886044	0.8709987397
21300	2229.968646	13.06470433	13.06470433	13.06470433	-7078.98049	2927.820584	0.9764284087	0.7251964385
21400	2293.442563	13.18750456	13.18750456	13.18750456	-6841.323983	3087.899666	1.029814796	0.8542239898
21500	2369.204405	13.33114679	13.33114679	13.33114679	-6506.249747	3106.300423	1.03595145	0.9406350804
21600	2451.330857	13.48343805	13.48343805	13.48343805	-6382.177942	3288.922416	1.0968559	0.6995332188
21700	2537.340308	13.63932589	13.63932589	13.63932589	-6068.695104	3222.624668	1.074745595	0.8617378372
21800	2611.896427	13.77162908	13.77162908	13.77162908	-5910.007917	3255.627486	1.085752038	0.7142271743
21900	2642.513778	13.82523175	13.82523175	13.82523175	-5794.698402	3296.611257	1.099420129	0.6711328883
22000	2625.969999	13.79631982	13.79631982	13.79631982	-5745.064309	3359.741712	1.120474141	0.8322631324
22100	2603.012675	13.75599769	13.75599769	13.75599769	-5865.331322	3522.012045	1.174591311	0.8429905736
22200	2595.268058	13.74234162	13.74234162	13.74234162	-5811.153872	3412.251408	1.137986129	0.8978848355
22300	2597.504397	13.74628774	13.74628774	13.74628774	-5821.508874	3281.051655	1.094231001	0.8531308854
22400	2587.770315	13.72909496	13.72909496	13.72909496	-5911.670032	3171.821784	1.057802829	0.6375951254
22500	2523.634286	13.61472289	13.61472289	13.61472289	-6050.419477	3088.718421	1.030087851	0.7335488227
22600	2440.229387	13.46305286	13.46305286	13.46305286	-6270.67799	3062.23398	1.021255288	0.7728732204
22700	2358.499352	13.31103791	13.31103791	13.31103791	-6498.328125	2997.442021	0.9996471639	0.7971966629
22800	2277.542613	13.15695847	13.15695847	13.15695847	-6798.337085	2969.14262	0.9902093114	0.6921485585
22900	2208.744516	13.02312357	13.02312357	13.02312357	-6991.9819	2812.789945	0.9380656813	0.87425871
23000	2163.082909	12.93275515	12.93275515	12.93275515	-7252.540205	2696.678835	0.8993426164	0.7391077728
23100	2122.148295	12.85065437	12.85065437	12.85065437	-7421.135794	2489.131391	0.8301255266	0.7361778138
23200	2071.320891	12.74722921	12.74722921	12.74722921	-7660.16871	2369.824108	0.7903365377	0.7589930362
23300	2010.855788	12.62196511	12.62196511	12.62196511	-7945.415537	2322.012618	0.7743914018	0.7871027757
23400	1955.566063	12.50520543	12.50520543	12.50520543	-8191.990803	2247.984174	0.7497029093	0.8370783899
23500	1910.225506	12.40780272	12.40780272	12.40780272	-8429.323455	2176.202125	0.7257635903	0.9213652185
23600	1887.449521	12.35829189	12.35829189	12.35829189	-8593.398347	2047.576941	0.6828670805	0.8480937739
23700	1873.15881	12.32702281	12.32702281	12.32702281	-8753.903654	1939.456745	0.6468089863	0.6587524658
23800	1840.736365	12.25548579	12.25548579	12.25548579	-8895.701816	1846.797533	0.6159071313	0.8486529481
23900	1804.252126	12.17397508	12.17397508	12.17397508	-9127.850109	1887.38949	0.6294445524	0.994441438
24000	1800.777882	12.16615605	12.16615605	12.16615605	-9215.560617	1789.056466	0.5966504807	0.7380863055
24100	1796.224375	12.15589281	12.15589281	12.15589281	-9253.708897	1673.666965	0.5581680725	0.710142214
24200	1770.193074	12.09688483	12.09688483	12.09688483	-9407.005205	1714.055181	0.5716375457	0.9047163637
24300	1760.101309	12.07385313	12.07385313	12.07385313	-9530.537095	1744.213792	0.581695445	0.7755087186
24400	1764.533824	12.08397995	12.08397995	12.08397995	-9504.495927	1648.660836	0.5498285263	0.7380601152
24500	1762.048619	12.07830417	12.07830417	12.07830417	-9508.820341	1615.016436	0.538608116	0.7842638426
24600	1750.955424	12.05290398	12.05290398	12.05290398	-9576.719974	1677.533914	0.5594577001	0.854525807
24700	1749.519813	12.04960901	12.04960901	12.04960901	-9609.171399	1726.806278	0.5758900377	0.8582308819
24800	1767.433647	12.0905959	12.0905959	12.0905959	-9549.299985	1701.958303	0.567603236	0.6426947302
24900	1773.796738	12.10508799	12.10508799	12.10508799	-9529.745315	1752.195754	0.58435743	0.5959285451
25000	1767.192069	12.09004502	12.09004502	12.09004502	-9496.525841	1824.175045	0.6083625296	0.9804821673
25100	1789.077558	12.13974943	12.13974943	12.13974943	-9358.056823	1800.378783	0.6004264742	0.9301852327
25200	1821.598598	12.21286513	12.21286513	12.21286513	-9277.093704	1861.845323	0.6209255705	0.4793991669
25300	1823.013674	12.21602676	12.21602676	12.21602676	-9138.585368	1908.441275	0.6364653244	0.9319596002
25400	1834.865971	12.2424437	12.2424437	12.2424437	-9077.113896	2053.462683	0.6848299759	1.059046126
25500	1878.748276	12.33927183	12.33927183	12.33927183	-8897.857964	2091.330362	0.6974588501	0.6543436687
25600	1908.497556	12.40406032	12.40406032	12.40406032	-8673.629521	2114.935981	0.7053313259	0.8189274919
25700	1928.028254	12.4462293	12.4462293	12.4462293	-8495.418494	2210.513108	0.7372063058	0.9578426389
25800	1962.499744	12.51996754	12.51996754	12.51996754	-8341.909895	2340.23698	0.7804692279	0.8754544735
25900	2009.086216	12.61826154	12.61826154	12.61826154	-8159.005474	2452.698366	0.8179751094	0.7924811936
26000	2053.986792	12.71157065	12.71157065	12.71157065	-7931.842858	2529.228826	0.8434980244	0.7659378593
26100	2095.478842	12.79659505	12.79659505	12.79659505	-7712.347434	2621.816433	0.8743759991	0.8042755792
26200	2137.912691	12.8823963	12.8823963	12.8823963	-7517.931696	2738.941448	0.9134372011	0.8106906185
26300	2184.790563	12.97587352	12.97587352	12.97587352	-7368.325311	2888.691981	0.9633790164	0.7400143263
26400	2239.700608	13.08368228	13.08368228	13.08368228	-7111.310638	2904.321438	0.9685914417	0.7573330889
26500	2287.376122	13.17586676	13.17586676	13.17586676	-6887.72895	2930.99346	0.9774865633	0.8607983889
26600	2326.699977	13.25094329	13.25094329	13.25094329	-6747.732379	3011.558672	1.004355068	0.7878841215
26700	2350.321191	13.29563463	13.29563463	13.29563463	-6636.338404	3089.457301	1.030334268	0.8600364859
26800	2380.066604	13.35148904	13.35148904	13.35148904	-6547.374996	3137.397447	1.04632231	0.7732977582
26900	2416.227624	13.4187671	13.4187671	13.4187671	-6480.444457	3152.392816	1.051323267	0.7360619445
27000	2441.665426	13.46569328	13.46569328	13.46569328	-6440.079592	3147.158563	1.049577643	0.6958099907
27100	2444.112109	13.47018957	13.47018957	13.47018957	-6394.706763	3098.666564	1.033405557	0.6675938845
27200	2412.192778	13.41129362	13.41129362	13.41129362	-6422.885587	3095.804508	1.032451062	0.7993421212
27300	2369.79818	13.33226039	13.33226039	13.33226039	-6631.010339	3229.216506	1.076943974	0.7360109549
27400	2344.343918	13.28435403	13.28435403	13.28435403	-6657.758627	3117.35874	1.0396394	0.8166053076
27500	2336.596083	13.26970337	13.26970337	13.26970337	-6705.274946	2970.440047	0.9906420035	0.7982133947
27600	2320.520521	13.23920187	13.23920187	13.23920187	-6780.861045	2826.394953	0.9426029526	0.584255996
27700	2261.662391	13.12630805	13.12630805	13.12630805	-6950.718446	2773.155886	0.9248477192	0.7072571931
27800	2189.388259	12.98496933	12.98496933	12.98496933	-7231.134429	2828.231166	0.9432153296	0.805606442
