timestep	volume	lx	ly	lz	potential_energy	kinetic_energy	temperature	pressure
4300	9261	21	21	21	-258.1149353	777.0561025	0.7562589806	0.04345775345
4400	9261	21	21	21	-258.0829375	815.0883385	0.7932733221	0.04295150455
4500	9261	21	21	21	-250.2759827	850.4644328	0.827702611	0.04867321593
4600	9261	21	21	21	-265.8276945	832.6813156	0.810395441	0.04315367852
4700	9261	21	21	21	-269.8563697	814.7777659	0.7929710617	0.0457468221
4800	9261	21	21	21	-262.623175	843.1404447	0.820574642	0.04851701231
4900	9261	21	21	21	-253.7268945	820.9612965	0.7989890963	0.04810709274
5000	9261	21	21	21	-255.7870636	780.3106522	0.7594264255	0.04418643668
5100	9261	21	21	21	-274.7477917	847.2617947	0.8245856883	0.04358989994
5200	9261	21	21	21	-269.5954323	799.3781187	0.7779835705	0.03919077519
5300	9261	21	21	21	-277.3785631	840.8641072	0.8183592285	0.04233184129
5400	9261	21	21	21	-274.6417345	829.9332757	0.8077209495	0.04197596263
5500	9261	21	21	21	-278.6975188	816.5223348	0.794668939	0.03813333497
5600	9261	21	21	21	-293.6738065	837.8280645	0.8154044423	0.04357610064
5700	9261	21	21	21	-311.3020748	822.811654	0.8007899309	0.04228462154
5800	9261	21	21	21	-314.2348236	837.9226842	0.8154965296	0.04712126355
5900	9261	21	21	21	-296.6791302	791.9694263	0.7707731643	0.04247410181
6000	9261	21	21	21	-307.7371636	797.0319487	0.7757001934	0.03714697736
6100	9261	21	21	21	-316.3036911	858.8659235	0.8358792442	0.04534377387
6200	9261	21	21	21	-309.306992	844.8318313	0.8222207604	0.04901450935
6300	9261	21	21	21	-296.2858575	809.0175248	0.7873649877	0.04563216643
6400	9261	21	21	21	-290.380861	798.0453696	0.7766864911	0.04063049823
6500	9261	21	21	21	-294.3095871	830.2248407	0.8080047112	0.04362578002
6600	9261	21	21	21	-271.248584	777.6545934	0.7568414534	0.04426973663
6700	9261	21	21	21	-282.3876078	779.5910662	0.7587260985	0.04389531759
6800	9261	21	21	21	-275.7190468	814.5368054	0.7927365503	0.0464861693
6900	9261	21	21	21	-281.2276338	820.3466649	0.7983909148	0.0491506105
7000	9261	21	21	21	-293.2697887	816.3812228	0.7945316037	0.04838730916
7100	9261	21	21	21	-275.576039	835.9608446	0.8135871967	0.04463750382
7200	9261	21	21	21	-287.3357288	805.9380997	0.7843679802	0.04300645636
7300	9261	21	21	21	-295.2299465	845.0482849	0.8224314209	0.04761610731
7400	9261	21	21	21	-283.5898192	865.2640478	0.8421061292	0.0525400819
7500	9261	21	21	21	-276.0638387	810.5493542	0.7888558192	0.03735542529
7600	9261	21	21	21	-272.0735225	841.8301395	0.8192994058	0.04624592739
